Date,Product_id,Competitor_id,Competitor_Price
31/12/2013,4,F,99.95
01/01/2014,4,C,75
01/01/2014,4,E,74.95
01/01/2014,4,F,99.95
02/01/2014,4,C,75
02/01/2014,4,E,74.95
02/01/2014,4,F,99.95
03/01/2014,4,C,75
03/01/2014,4,E,74.95
03/01/2014,4,F,99.95
04/01/2014,4,C,75
04/01/2014,4,E,74.95
04/01/2014,4,F,99.95
05/01/2014,4,C,75
05/01/2014,4,E,74.95
05/01/2014,4,F,99.95
06/01/2014,4,C,75
06/01/2014,4,E,74.95
06/01/2014,4,F,99.95
07/01/2014,4,C,75
07/01/2014,4,E,74.95
08/01/2014,4,C,75
08/01/2014,4,E,74.95
09/01/2014,4,C,75
09/01/2014,4,E,74.95
09/01/2014,4,F,99.95
10/01/2014,4,C,75
10/01/2014,4,E,74.95
10/01/2014,4,F,99.95
11/01/2014,4,C,75
11/01/2014,4,E,74.95
11/01/2014,4,F,99.95
12/01/2014,4,C,75
12/01/2014,4,E,74.95
12/01/2014,4,F,99.95
13/01/2014,4,C,75
13/01/2014,4,E,74.95
13/01/2014,4,F,99.95
14/01/2014,4,C,75
14/01/2014,4,E,74.95
14/01/2014,4,F,99.95
15/01/2014,4,C,75
15/01/2014,4,E,74.95
16/01/2014,4,C,75
16/01/2014,4,E,74.95
13/02/2014,4,E,74.95
13/02/2014,4,F,99.95
18/02/2014,4,E,74.95
18/02/2014,4,E,74.95
18/02/2014,4,F,99.95
18/02/2014,4,F,99.95
27/02/2014,4,E,74.95
27/02/2014,4,F,99.95
28/02/2014,4,E,74.95
28/02/2014,4,F,99.95
01/03/2014,4,E,74.95
01/03/2014,4,F,99.95
02/03/2014,4,E,74.95
02/03/2014,4,F,99.95
03/03/2014,4,E,74.95
03/03/2014,4,F,99.95
04/03/2014,4,E,74.95
04/03/2014,4,F,99.95
06/03/2014,4,E,74.95
06/03/2014,4,F,99.95
12/03/2014,4,E,74.95
12/03/2014,4,F,99.95
25/11/2013,16,D,75
26/11/2013,16,D,75
27/11/2013,16,D,75
25/11/2013,19,F,74.95
26/11/2013,19,F,74.95
27/11/2013,19,F,74.95
28/11/2013,19,F,74.95
29/11/2013,19,F,74.95
30/11/2013,19,F,74.95
01/12/2013,19,F,74.95
02/12/2013,19,F,74.95
03/12/2013,19,F,74.95
04/12/2013,19,F,74.95
05/12/2013,19,F,74.95
06/12/2013,19,F,74.95
07/12/2013,19,F,74.95
08/12/2013,19,F,74.95
09/12/2013,19,F,74.95
10/12/2013,19,F,74.95
11/12/2013,19,F,74.95
12/12/2013,19,F,74.95
13/12/2013,19,F,74.95
14/12/2013,19,F,74.95
15/12/2013,19,F,74.95
16/12/2013,19,F,74.95
17/12/2013,19,F,74.95
18/12/2013,19,F,74.95
19/12/2013,19,F,74.95
20/12/2013,19,F,74.95
21/12/2013,19,F,74.95
22/12/2013,19,F,74.95
23/12/2013,19,F,74.95
24/12/2013,19,F,74.95
25/12/2013,19,F,74.95
26/12/2013,19,F,74.95
27/12/2013,19,F,74.95
28/12/2013,19,F,74.95
29/12/2013,19,F,74.95
30/12/2013,19,F,74.95
31/12/2013,19,F,74.95
01/01/2014,19,F,74.95
02/01/2014,19,F,74.95
03/01/2014,19,F,74.95
04/01/2014,19,F,74.95
05/01/2014,19,F,74.95
06/01/2014,19,F,74.95
07/01/2014,19,F,74.95
08/01/2014,19,F,74.95
09/01/2014,19,F,74.95
10/01/2014,19,F,74.95
11/01/2014,19,F,74.95
12/01/2014,19,F,74.95
13/01/2014,19,F,74.95
14/01/2014,19,F,74.95
15/01/2014,19,F,74.95
16/01/2014,19,F,74.95
13/02/2014,19,F,74.95
18/02/2014,19,F,74.95
18/02/2014,19,F,74.95
27/02/2014,19,F,74.95
28/02/2014,19,F,74.95
01/03/2014,19,F,74.95
02/03/2014,19,F,74.95
03/03/2014,19,F,74.95
04/03/2014,19,F,74.95
06/03/2014,19,F,74.95
12/03/2014,19,F,74.95
25/11/2013,26,D,37.5
26/11/2013,26,D,37.5
30/11/2013,26,D,37.5
01/12/2013,26,D,30
02/12/2013,26,D,30
03/12/2013,26,D,30
04/12/2013,26,D,30
05/12/2013,26,D,30
06/12/2013,26,D,30
07/12/2013,26,D,30
08/12/2013,26,D,30
09/12/2013,26,D,30
10/12/2013,26,D,30
11/12/2013,26,D,30
12/12/2013,26,D,30
13/12/2013,26,D,30
14/12/2013,26,D,30
15/12/2013,26,D,30
16/12/2013,26,D,30
17/12/2013,26,D,30
18/12/2013,26,D,30
19/12/2013,26,D,30
20/12/2013,26,D,30
21/12/2013,26,D,30
22/12/2013,26,D,30
23/12/2013,26,D,30
24/12/2013,26,D,30
25/12/2013,26,D,37.5
26/12/2013,26,D,37.5
13/02/2014,26,D,37.5
18/02/2014,26,D,37.5
18/02/2014,26,D,37.5
27/02/2014,26,D,37.5
28/02/2014,26,D,37.5
01/03/2014,26,D,37.5
02/03/2014,26,D,37.5
03/03/2014,26,D,37.5
04/03/2014,26,D,37.5
06/03/2014,26,D,37.5
12/03/2014,26,D,37.5
25/11/2013,27,C,59.95
25/11/2013,27,D,59.95
25/11/2013,27,E,74.95
25/11/2013,27,F,89.95
26/11/2013,27,C,59.95
26/11/2013,27,D,59.95
26/11/2013,27,E,74.95
26/11/2013,27,F,89.95
27/11/2013,27,C,79.95
27/11/2013,27,D,59.95
27/11/2013,27,E,74.95
27/11/2013,27,F,89.95
28/11/2013,27,C,79.95
28/11/2013,27,D,68.35
28/11/2013,27,E,74.95
28/11/2013,27,F,89.95
29/11/2013,27,C,79.95
29/11/2013,27,D,68.35
29/11/2013,27,E,74.95
29/11/2013,27,F,89.95
30/11/2013,27,C,74.95
30/11/2013,27,D,68.35
30/11/2013,27,E,74.95
30/11/2013,27,F,89.95
01/12/2013,27,C,74.95
01/12/2013,27,D,68.35
01/12/2013,27,E,74.95
01/12/2013,27,F,89.95
02/12/2013,27,C,74.95
02/12/2013,27,D,68.35
02/12/2013,27,E,74.95
02/12/2013,27,F,89.95
03/12/2013,27,C,74.95
03/12/2013,27,D,68.35
03/12/2013,27,E,74.95
03/12/2013,27,F,89.95
04/12/2013,27,C,74.95
04/12/2013,27,D,68.35
04/12/2013,27,E,74.95
04/12/2013,27,F,89.95
05/12/2013,27,C,74.95
05/12/2013,27,D,68.35
05/12/2013,27,E,74.95
05/12/2013,27,F,89.95
06/12/2013,27,C,74.95
06/12/2013,27,D,68.35
06/12/2013,27,E,74.95
06/12/2013,27,F,89.95
07/12/2013,27,C,74.95
07/12/2013,27,D,68.35
07/12/2013,27,E,74.95
07/12/2013,27,F,89.95
08/12/2013,27,C,74.95
08/12/2013,27,D,68.35
08/12/2013,27,E,74.95
08/12/2013,27,F,89.95
09/12/2013,27,C,74.95
09/12/2013,27,D,68.35
09/12/2013,27,E,74.95
09/12/2013,27,F,89.95
10/12/2013,27,C,74.95
10/12/2013,27,D,68.35
10/12/2013,27,E,74.95
10/12/2013,27,F,89.95
11/12/2013,27,C,74.95
11/12/2013,27,D,45.55
11/12/2013,27,E,74.95
11/12/2013,27,F,89.95
12/12/2013,27,C,74.95
12/12/2013,27,D,45.55
12/12/2013,27,E,74.95
12/12/2013,27,F,89.95
13/12/2013,27,C,74.95
13/12/2013,27,D,45.55
13/12/2013,27,E,74.95
13/12/2013,27,F,89.95
14/12/2013,27,C,74.95
14/12/2013,27,D,45.55
14/12/2013,27,E,74.95
15/12/2013,27,C,74.95
15/12/2013,27,D,45.55
15/12/2013,27,E,74.95
16/12/2013,27,C,74.95
16/12/2013,27,D,45.55
16/12/2013,27,E,74.95
16/12/2013,27,F,89.95
17/12/2013,27,C,74.95
17/12/2013,27,D,45.55
17/12/2013,27,E,74.95
17/12/2013,27,F,89.95
18/12/2013,27,C,74.95
18/12/2013,27,D,45.55
18/12/2013,27,E,74.95
19/12/2013,27,C,74.95
19/12/2013,27,D,45.55
19/12/2013,27,E,74.95
20/12/2013,27,C,74.95
20/12/2013,27,E,74.95
20/12/2013,27,F,89.95
21/12/2013,27,C,74.95
21/12/2013,27,E,74.95
21/12/2013,27,F,89.95
22/12/2013,27,C,74.95
22/12/2013,27,E,74.95
22/12/2013,27,F,89.95
23/12/2013,27,C,74.95
23/12/2013,27,E,74.95
23/12/2013,27,F,89.95
24/12/2013,27,C,74.95
24/12/2013,27,E,74.95
24/12/2013,27,F,89.95
25/12/2013,27,C,74.95
25/12/2013,27,E,74.95
26/12/2013,27,C,74.95
26/12/2013,27,E,74.95
26/12/2013,27,F,89.95
27/12/2013,27,C,74.95
27/12/2013,27,E,74.95
28/12/2013,27,C,74.95
28/12/2013,27,E,74.95
29/12/2013,27,C,74.95
29/12/2013,27,E,74.95
30/12/2013,27,C,74.95
30/12/2013,27,E,74.95
30/12/2013,27,F,89.95
31/12/2013,27,C,74.95
31/12/2013,27,E,74.95
01/01/2014,27,C,74.95
01/01/2014,27,E,74.95
02/01/2014,27,C,74.95
02/01/2014,27,E,74.95
03/01/2014,27,C,74.95
03/01/2014,27,E,74.95
04/01/2014,27,C,74.95
04/01/2014,27,E,74.95
05/01/2014,27,C,74.95
05/01/2014,27,E,74.95
05/01/2014,27,F,89.95
06/01/2014,27,C,74.95
06/01/2014,27,E,74.95
06/01/2014,27,F,89.95
07/01/2014,27,C,74.95
07/01/2014,27,E,74.95
08/01/2014,27,C,74.95
08/01/2014,27,E,74.95
09/01/2014,27,C,74.95
09/01/2014,27,E,74.95
10/01/2014,27,C,74.95
10/01/2014,27,E,74.95
11/01/2014,27,C,74.95
11/01/2014,27,E,74.95
11/01/2014,27,F,89.95
12/01/2014,27,C,74.95
12/01/2014,27,E,74.95
13/01/2014,27,C,74.95
13/01/2014,27,E,74.95
13/01/2014,27,F,89.95
14/01/2014,27,C,74.95
14/01/2014,27,E,74.95
14/01/2014,27,F,89.95
15/01/2014,27,C,74.95
15/01/2014,27,E,74.95
16/01/2014,27,C,74.95
16/01/2014,27,E,74.95
13/02/2014,27,C,79.95
13/02/2014,27,D,74.95
13/02/2014,27,E,74.95
13/02/2014,27,F,89.95
18/02/2014,27,C,69.95
18/02/2014,27,C,69.95
18/02/2014,27,D,69.95
18/02/2014,27,D,69.95
18/02/2014,27,E,74.95
18/02/2014,27,E,74.95
18/02/2014,27,F,89.95
18/02/2014,27,F,89.95
27/02/2014,27,C,69.95
27/02/2014,27,D,69.95
27/02/2014,27,E,74.95
27/02/2014,27,F,89.95
28/02/2014,27,C,69.95
28/02/2014,27,D,69.95
28/02/2014,27,E,74.95
28/02/2014,27,F,89.95
01/03/2014,27,C,69.95
01/03/2014,27,D,69.95
01/03/2014,27,E,74.95
01/03/2014,27,F,89.95
02/03/2014,27,C,69.95
02/03/2014,27,D,69.95
02/03/2014,27,E,74.95
02/03/2014,27,F,89.95
03/03/2014,27,C,69.95
03/03/2014,27,D,69.95
03/03/2014,27,E,74.95
03/03/2014,27,F,89.95
04/03/2014,27,C,69.95
04/03/2014,27,D,69.95
04/03/2014,27,E,74.95
04/03/2014,27,F,89.95
06/03/2014,27,C,69.95
06/03/2014,27,D,69.95
06/03/2014,27,E,74.95
06/03/2014,27,F,89.95
12/03/2014,27,C,69.95
12/03/2014,27,D,69.95
12/03/2014,27,E,74.95
12/03/2014,27,F,89.95
25/11/2013,28,C,39.95
25/11/2013,28,D,48.1
25/11/2013,28,E,49.95
25/11/2013,28,F,49.95
26/11/2013,28,C,39.95
26/11/2013,28,D,37.5
26/11/2013,28,E,49.95
26/11/2013,28,F,49.95
27/11/2013,28,C,54.95
27/11/2013,28,D,37.5
27/11/2013,28,E,49.95
27/11/2013,28,F,49.95
28/11/2013,28,C,54.95
28/11/2013,28,D,37.5
28/11/2013,28,E,49.95
28/11/2013,28,F,49.95
29/11/2013,28,C,54.95
29/11/2013,28,D,37.5
29/11/2013,28,E,49.95
29/11/2013,28,F,49.95
30/11/2013,28,C,49.95
30/11/2013,28,D,37.5
30/11/2013,28,E,49.95
30/11/2013,28,F,49.95
01/12/2013,28,C,49.95
01/12/2013,28,D,37.5
01/12/2013,28,E,49.95
01/12/2013,28,F,49.95
02/12/2013,28,C,49.95
02/12/2013,28,D,37.5
02/12/2013,28,E,49.95
02/12/2013,28,F,49.95
03/12/2013,28,C,49.95
03/12/2013,28,D,37.5
03/12/2013,28,E,49.95
03/12/2013,28,F,49.95
04/12/2013,28,C,49.95
04/12/2013,28,D,37.5
04/12/2013,28,E,49.95
05/12/2013,28,C,49.95
05/12/2013,28,D,37.5
05/12/2013,28,E,49.95
05/12/2013,28,F,49.95
06/12/2013,28,C,49.95
06/12/2013,28,D,37.5
06/12/2013,28,E,49.95
07/12/2013,28,C,49.95
07/12/2013,28,D,37.5
07/12/2013,28,E,49.95
07/12/2013,28,F,49.95
08/12/2013,28,C,49.95
08/12/2013,28,D,37.5
08/12/2013,28,E,49.95
09/12/2013,28,C,49.95
09/12/2013,28,D,48.1
09/12/2013,28,E,49.95
09/12/2013,28,F,49.95
10/12/2013,28,C,49.95
10/12/2013,28,D,48.1
10/12/2013,28,E,49.95
11/12/2013,28,C,49.95
11/12/2013,28,E,49.95
11/12/2013,28,F,49.95
12/12/2013,28,C,49.95
12/12/2013,28,E,49.95
12/12/2013,28,F,49.95
13/12/2013,28,C,49.95
13/12/2013,28,E,49.95
13/12/2013,28,F,49.95
14/12/2013,28,C,49.95
14/12/2013,28,D,49.95
14/12/2013,28,E,49.95
14/12/2013,28,F,49.95
15/12/2013,28,C,49.95
15/12/2013,28,D,49.95
15/12/2013,28,E,49.95
16/12/2013,28,C,49.95
16/12/2013,28,E,49.95
16/12/2013,28,F,49.95
17/12/2013,28,C,49.95
17/12/2013,28,D,49.95
17/12/2013,28,E,49.95
17/12/2013,28,F,49.95
18/12/2013,28,C,49.95
18/12/2013,28,E,49.95
18/12/2013,28,F,49.95
19/12/2013,28,C,49.95
19/12/2013,28,E,49.95
20/12/2013,28,C,49.95
20/12/2013,28,E,49.95
20/12/2013,28,F,49.95
21/12/2013,28,C,49.95
21/12/2013,28,D,49.95
21/12/2013,28,E,49.95
21/12/2013,28,F,49.95
22/12/2013,28,C,49.95
22/12/2013,28,D,49.95
22/12/2013,28,E,49.95
22/12/2013,28,F,49.95
23/12/2013,28,C,49.95
23/12/2013,28,D,49.95
23/12/2013,28,E,49.95
23/12/2013,28,F,49.95
24/12/2013,28,C,49.95
24/12/2013,28,D,49.95
24/12/2013,28,E,49.95
24/12/2013,28,F,49.95
25/12/2013,28,C,49.95
25/12/2013,28,D,49.95
25/12/2013,28,E,49.95
26/12/2013,28,C,49.95
26/12/2013,28,D,49.95
26/12/2013,28,E,49.95
26/12/2013,28,F,49.95
27/12/2013,28,C,49.95
27/12/2013,28,D,49.95
27/12/2013,28,E,49.95
27/12/2013,28,F,49.95
28/12/2013,28,C,49.95
28/12/2013,28,D,49.95
28/12/2013,28,E,49.95
29/12/2013,28,C,49.95
29/12/2013,28,D,49.95
29/12/2013,28,E,49.95
29/12/2013,28,F,49.95
30/12/2013,28,C,49.95
30/12/2013,28,D,49.95
30/12/2013,28,E,49.95
30/12/2013,28,F,49.95
31/12/2013,28,C,49.95
31/12/2013,28,D,49.95
31/12/2013,28,E,49.95
31/12/2013,28,F,49.95
01/01/2014,28,C,49.95
01/01/2014,28,D,49.95
01/01/2014,28,E,49.95
02/01/2014,28,C,49.95
02/01/2014,28,D,49.95
02/01/2014,28,E,49.95
02/01/2014,28,F,49.95
03/01/2014,28,C,49.95
03/01/2014,28,D,49.95
03/01/2014,28,E,49.95
03/01/2014,28,F,49.95
04/01/2014,28,C,49.95
04/01/2014,28,D,49.95
04/01/2014,28,E,49.95
04/01/2014,28,F,49.95
05/01/2014,28,C,49.95
05/01/2014,28,D,49.95
05/01/2014,28,E,49.95
05/01/2014,28,F,49.95
06/01/2014,28,C,49.95
06/01/2014,28,E,49.95
06/01/2014,28,F,49.95
07/01/2014,28,C,49.95
07/01/2014,28,E,49.95
08/01/2014,28,C,49.95
08/01/2014,28,E,49.95
09/01/2014,28,C,49.95
09/01/2014,28,E,49.95
09/01/2014,28,F,49.95
10/01/2014,28,C,49.95
10/01/2014,28,E,49.95
10/01/2014,28,F,49.95
11/01/2014,28,C,49.95
11/01/2014,28,E,49.95
11/01/2014,28,F,49.95
12/01/2014,28,C,49.95
12/01/2014,28,E,49.95
12/01/2014,28,F,49.95
13/01/2014,28,C,49.95
13/01/2014,28,E,49.95
13/01/2014,28,F,49.95
14/01/2014,28,C,49.95
14/01/2014,28,E,49.95
14/01/2014,28,F,49.95
15/01/2014,28,C,49.95
15/01/2014,28,E,49.95
16/01/2014,28,C,49.95
16/01/2014,28,E,49.95
13/02/2014,28,D,49.95
13/02/2014,28,E,49.95
13/02/2014,28,F,49.95
18/02/2014,28,D,50
18/02/2014,28,D,50
18/02/2014,28,E,49.95
18/02/2014,28,E,49.95
18/02/2014,28,F,49.95
18/02/2014,28,F,49.95
27/02/2014,28,D,50
27/02/2014,28,E,49.95
27/02/2014,28,F,49.95
28/02/2014,28,D,50
28/02/2014,28,E,49.95
28/02/2014,28,F,49.95
01/03/2014,28,D,50
01/03/2014,28,E,49.95
01/03/2014,28,F,49.95
02/03/2014,28,D,50
02/03/2014,28,E,49.95
02/03/2014,28,F,49.95
03/03/2014,28,D,50
03/03/2014,28,E,49.95
03/03/2014,28,F,49.95
04/03/2014,28,D,50
04/03/2014,28,E,49.95
04/03/2014,28,F,49.95
06/03/2014,28,D,50
06/03/2014,28,E,49.95
06/03/2014,28,F,49.95
12/03/2014,28,D,50
12/03/2014,28,E,49.95
12/03/2014,28,F,49.95
25/11/2013,29,D,71.4
25/11/2013,29,E,49.95
26/11/2013,29,D,71.4
26/11/2013,29,E,49.95
27/11/2013,29,D,71.9
27/11/2013,29,E,49.95
28/11/2013,29,D,72.05
28/11/2013,29,E,49.95
29/11/2013,29,D,71.8
29/11/2013,29,E,49.95
30/11/2013,29,D,71.75
30/11/2013,29,E,49.95
01/12/2013,29,D,71.75
01/12/2013,29,E,49.95
02/12/2013,29,D,72.2
02/12/2013,29,E,49.95
03/12/2013,29,D,72.25
03/12/2013,29,E,49.95
04/12/2013,29,D,72.25
04/12/2013,29,E,49.95
05/12/2013,29,D,72.95
05/12/2013,29,E,49.95
06/12/2013,29,D,72.95
06/12/2013,29,E,49.95
07/12/2013,29,D,73.1
07/12/2013,29,E,49.95
08/12/2013,29,D,73.15
08/12/2013,29,E,49.95
09/12/2013,29,D,73.35
09/12/2013,29,E,49.95
10/12/2013,29,D,74.4
10/12/2013,29,E,49.95
11/12/2013,29,D,74.4
11/12/2013,29,E,49.95
12/12/2013,29,D,72.95
12/12/2013,29,E,49.95
13/12/2013,29,E,49.95
14/12/2013,29,E,49.95
15/12/2013,29,D,74.95
15/12/2013,29,E,49.95
16/12/2013,29,D,74.95
16/12/2013,29,E,49.95
17/12/2013,29,E,49.95
18/12/2013,29,E,49.95
19/12/2013,29,E,49.95
20/12/2013,29,E,49.95
21/12/2013,29,E,49.95
22/12/2013,29,E,49.95
23/12/2013,29,E,49.95
24/12/2013,29,D,49.95
24/12/2013,29,E,49.95
25/12/2013,29,D,49.95
25/12/2013,29,E,49.95
26/12/2013,29,D,49.95
26/12/2013,29,E,49.95
27/12/2013,29,D,49.95
27/12/2013,29,E,49.95
28/12/2013,29,D,49.95
28/12/2013,29,E,49.95
29/12/2013,29,D,49.95
29/12/2013,29,E,49.95
30/12/2013,29,D,49.95
30/12/2013,29,E,49.95
31/12/2013,29,D,49.95
31/12/2013,29,E,49.95
01/01/2014,29,D,49.95
01/01/2014,29,E,49.95
02/01/2014,29,D,49.95
02/01/2014,29,E,49.95
03/01/2014,29,D,49.95
03/01/2014,29,E,49.95
04/01/2014,29,D,49.95
04/01/2014,29,E,49.95
05/01/2014,29,D,49.95
05/01/2014,29,E,49.95
06/01/2014,29,D,49.95
06/01/2014,29,E,49.95
07/01/2014,29,D,49.95
07/01/2014,29,E,49.95
08/01/2014,29,D,49.95
08/01/2014,29,E,49.95
09/01/2014,29,D,49.95
09/01/2014,29,E,49.95
10/01/2014,29,D,49.95
10/01/2014,29,E,49.95
11/01/2014,29,D,49.95
11/01/2014,29,E,49.95
12/01/2014,29,D,49.95
12/01/2014,29,E,49.95
13/01/2014,29,D,49.95
13/01/2014,29,E,49.95
14/01/2014,29,D,49.95
14/01/2014,29,E,49.95
15/01/2014,29,D,49.95
15/01/2014,29,E,49.95
16/01/2014,29,D,49.95
16/01/2014,29,E,49.95
13/02/2014,29,D,49.95
13/02/2014,29,E,49.95
18/02/2014,29,D,49.95
18/02/2014,29,D,49.95
18/02/2014,29,E,49.95
18/02/2014,29,E,49.95
27/02/2014,29,D,50
27/02/2014,29,E,49.95
28/02/2014,29,D,50
28/02/2014,29,E,49.95
01/03/2014,29,D,50
01/03/2014,29,E,49.95
02/03/2014,29,D,50
02/03/2014,29,E,49.95
03/03/2014,29,D,50
03/03/2014,29,E,49.95
04/03/2014,29,D,50
04/03/2014,29,E,49.95
06/03/2014,29,D,50
06/03/2014,29,E,49.95
12/03/2014,29,D,50
12/03/2014,29,E,49.95
25/11/2013,33,D,63.15
26/11/2013,33,D,63.15
27/11/2013,33,D,62.9
28/11/2013,33,D,65
29/11/2013,33,D,65
30/11/2013,33,D,65
01/12/2013,33,D,65
02/12/2013,33,D,65
03/12/2013,33,D,65
04/12/2013,33,D,65
05/12/2013,33,D,65
06/12/2013,33,D,65
07/12/2013,33,D,65
08/12/2013,33,D,65
09/12/2013,33,D,65
10/12/2013,33,D,65
11/12/2013,33,D,65
12/12/2013,33,D,65
13/12/2013,33,D,65
14/12/2013,33,D,65
15/12/2013,33,D,64.4
16/12/2013,33,D,64.4
17/12/2013,33,D,64.4
18/12/2013,33,D,65
19/12/2013,33,D,65
20/12/2013,33,D,65
21/12/2013,33,D,65
22/12/2013,33,D,65
23/12/2013,33,D,65
24/12/2013,33,D,65
25/12/2013,33,D,65
26/12/2013,33,D,65
27/12/2013,33,D,65
28/12/2013,33,D,65
29/12/2013,33,D,65
30/12/2013,33,D,65
31/12/2013,33,D,65
01/01/2014,33,D,65
02/01/2014,33,D,65
03/01/2014,33,D,65
04/01/2014,33,D,65
05/01/2014,33,D,65
06/01/2014,33,D,65
07/01/2014,33,D,65
08/01/2014,33,D,65
09/01/2014,33,D,65
10/01/2014,33,D,65
11/01/2014,33,D,65
25/11/2013,51,D,76.35
25/11/2013,51,F,49.95
26/11/2013,51,D,76.35
26/11/2013,51,F,49.95
27/11/2013,51,D,76.35
27/11/2013,51,F,49.95
28/11/2013,51,D,76.35
28/11/2013,51,F,49.95
29/11/2013,51,D,76.35
29/11/2013,51,F,49.95
30/11/2013,51,D,74.95
30/11/2013,51,F,49.95
01/12/2013,51,D,74.95
01/12/2013,51,F,49.95
02/12/2013,51,D,74.95
02/12/2013,51,F,49.95
03/12/2013,51,D,76.35
03/12/2013,51,F,34.8
04/12/2013,51,D,76.35
04/12/2013,51,F,34.8
05/12/2013,51,D,76.35
05/12/2013,51,F,34.8
06/12/2013,51,D,76.35
06/12/2013,51,F,34.8
07/12/2013,51,D,80.65
07/12/2013,51,F,34.8
08/12/2013,51,D,80.85
08/12/2013,51,F,34.8
09/12/2013,51,D,76.4
09/12/2013,51,F,34.8
10/12/2013,51,D,76.4
10/12/2013,51,F,34.8
11/12/2013,51,D,76.45
11/12/2013,51,F,34.8
12/12/2013,51,D,81.25
12/12/2013,51,F,34.8
13/12/2013,51,D,81.4
13/12/2013,51,F,34.8
14/12/2013,51,D,81.55
14/12/2013,51,F,34.8
15/12/2013,51,D,78.7
15/12/2013,51,F,34.8
16/12/2013,51,D,78.6
16/12/2013,51,F,34.8
17/12/2013,51,D,78.45
17/12/2013,51,F,34.8
18/12/2013,51,D,78.25
18/12/2013,51,F,34.8
19/12/2013,51,D,76.35
19/12/2013,51,F,34.8
20/12/2013,51,D,74.95
20/12/2013,51,F,34.8
21/12/2013,51,D,74.25
21/12/2013,51,F,34.8
22/12/2013,51,D,74.25
22/12/2013,51,F,34.8
23/12/2013,51,D,74.25
23/12/2013,51,F,34.8
24/12/2013,51,D,74.25
24/12/2013,51,F,34.8
25/12/2013,51,D,74.25
25/12/2013,51,F,34.8
26/12/2013,51,D,74.25
26/12/2013,51,F,34.8
27/12/2013,51,D,74.25
27/12/2013,51,F,34.8
28/12/2013,51,D,74.25
28/12/2013,51,F,34.8
29/12/2013,51,D,74.25
29/12/2013,51,F,34.8
30/12/2013,51,D,74.25
30/12/2013,51,F,34.8
31/12/2013,51,D,74.25
31/12/2013,51,F,34.8
01/01/2014,51,D,74.25
01/01/2014,51,F,34.8
02/01/2014,51,D,81.2
02/01/2014,51,F,34.8
03/01/2014,51,D,81.2
03/01/2014,51,F,34.8
04/01/2014,51,D,81.2
